InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
581123,22158,3 HEARTS HANGING DECORATION RUSTIC,8,12/7/11 12:34,2.95,15750.0,United Kingdom
545333,35915C,PEACH KNITTED HEN ,3,3/1/11 16:22,0.83,,United Kingdom
578544,23525,WALL ART BUFFALO BILL ,6,11/24/11 15:01,3.75,17096.0,United Kingdom
562162,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,8/3/11 12:03,9.95,12841.0,United Kingdom
564198,21787,RAIN PONCHO RETROSPOT,2,8/23/11 17:18,0.85,14418.0,United Kingdom
541592,22438,BALLOON ART MAKE YOUR OWN FLOWERS,4,1/19/11 15:08,1.63,,United Kingdom
539836,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,12/22/10 13:46,2.95,17894.0,United Kingdom
538831,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,12/14/10 13:02,1.65,18144.0,United Kingdom
574328,22580,ADVENT CALENDAR GINGHAM SACK,12,11/4/11 9:05,5.95,13081.0,United Kingdom
575176,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,11/8/11 18:29,2.46,,United Kingdom
579408,23123,COCKTAIL SWORDS 50 PIECES,1,11/29/11 12:34,0.83,14701.0,United Kingdom
579257,23681,LUNCH BAG RED VINTAGE DOILY,100,11/29/11 8:14,1.45,15619.0,United Kingdom
568654,72818,CHRISTMAS DECOUPAGE CANDLE,12,9/28/11 12:20,0.85,14911.0,EIRE
565920,23158,SET OF 5 LUCKY CAT MAGNETS ,12,9/8/11 8:56,2.08,15298.0,United Kingdom
559310,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,7/7/11 13:33,1.25,15505.0,United Kingdom
575516,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,11/10/11 10:45,4.15,17340.0,United Kingdom
536840,84991,60 TEATIME FAIRY CAKE CASES,24,12/2/10 18:27,0.55,12738.0,Germany
559038,22489,PACK OF 12 TRADITIONAL CRAYONS,5,7/5/11 15:31,1.25,,United Kingdom
544453,22117,METAL SIGN HER DINNER IS SERVED ,2,2/20/11 13:06,2.95,17214.0,United Kingdom
580367,22745,POPPY'S PLAYHOUSE BEDROOM ,1,12/2/11 16:39,4.13,,United Kingdom
566421,23109,PACK OF SIX LED TEA LIGHTS,18,9/12/11 13:55,2.89,12924.0,United Kingdom
559527,85152,HAND OVER THE CHOCOLATE   SIGN ,6,7/10/11 11:24,2.1,17787.0,United Kingdom
551468,22457,NATURAL SLATE HEART CHALKBOARD ,2,4/28/11 16:21,5.79,,United Kingdom
566033,22633,HAND WARMER UNION JACK,3,9/8/11 13:07,2.1,16031.0,United Kingdom
537963,37449,CERAMIC CAKE STAND + HANGING CAKES,2,12/9/10 11:30,9.95,13369.0,United Kingdom
550911,23008,DOLLY GIRL BABY GIFT SET,1,4/21/11 13:11,16.95,12354.0,Spain
568696,23405,HOME SWEET HOME 2 DRAWER CABINET,4,9/28/11 14:56,4.95,13842.0,United Kingdom
559338,23096,PETIT TRAY CHIC,1,7/7/11 16:30,3.29,,United Kingdom
541684,20961,STRAWBERRY BATH SPONGE ,21,1/20/11 15:22,1.25,15498.0,United Kingdom
555574,23010,CIRCUS PARADE BABY GIFT SET,1,6/5/11 15:46,16.95,12417.0,Belgium
565338,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,9/2/11 14:39,0.83,14948.0,United Kingdom
538849,22904,CALENDAR PAPER CUT DESIGN,4,12/14/10 13:31,2.95,14415.0,United Kingdom
552320,22382,LUNCH BAG SPACEBOY DESIGN ,10,5/9/11 8:26,1.65,13985.0,United Kingdom
580115,22697,GREEN REGENCY TEACUP AND SAUCER,1,12/1/11 16:22,5.79,,United Kingdom
581219,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,12/8/11 9:28,1.63,,United Kingdom
544157,22544,MINI JIGSAW SPACEBOY,24,2/16/11 12:46,0.42,12372.0,Denmark
540371,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,1/6/11 16:35,6.45,14312.0,United Kingdom
545238,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,3/1/11 11:02,1.25,15241.0,United Kingdom
547042,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,3/20/11 11:00,2.46,,United Kingdom
564840,22947,WOODEN ADVENT CALENDAR RED,1,8/30/11 12:49,16.63,,United Kingdom
551305,85094,CANDY SPOT EGG WARMER RABBIT,48,4/27/11 14:58,0.19,16145.0,United Kingdom
564556,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,8/25/11 19:48,0.83,12748.0,United Kingdom
541830,84050,PINK HEART SHAPE EGG FRYING PAN,2,1/21/11 17:09,4.13,,United Kingdom
577539,23452,HEART MINI PORTRAIT FRAME,18,11/20/11 14:24,1.95,14547.0,United Kingdom
568216,22668,PINK BABY BUNTING,10,9/26/11 9:28,2.95,16168.0,United Kingdom
562539,21948,SET OF 6 CAKE CHOPSTICKS,4,8/5/11 15:30,1.25,17220.0,United Kingdom
575610,22866,HAND WARMER SCOTTY DOG DESIGN,12,11/10/11 12:45,2.1,16628.0,United Kingdom
547109,20725,LUNCH BAG RED RETROSPOT,10,3/21/11 11:46,1.65,12423.0,Belgium
575177,22065,CHRISTMAS PUDDING TRINKET POT ,10,11/8/11 18:41,1.63,,United Kingdom
546387,22966,GINGERBREAD MAN COOKIE CUTTER,24,3/11/11 13:34,1.25,16766.0,United Kingdom
549833,22986,GINGHAM ROSE WRAP,25,4/12/11 13:19,0.42,13458.0,United Kingdom
580193,23349,ROLL WRAP VINTAGE CHRISTMAS,2,12/2/11 12:03,1.25,16899.0,United Kingdom
562161,23201,JUMBO BAG ALPHABET,1,8/3/11 11:58,2.08,17841.0,United Kingdom
545035,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2/25/11 17:03,2.1,15078.0,United Kingdom
543988,22698,PINK REGENCY TEACUP AND SAUCER,6,2/15/11 9:50,2.95,14849.0,United Kingdom
574096,22098,BOUDOIR SQUARE TISSUE BOX,36,11/3/11 9:55,0.39,13599.0,United Kingdom
543098,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,2/3/11 11:49,1.25,13102.0,United Kingdom
551014,22546,MINI JIGSAW PURDEY,24,4/26/11 11:04,0.42,13209.0,United Kingdom
564754,23301,GARDENERS KNEELING PAD KEEP CALM ,1,8/30/11 10:29,3.29,,United Kingdom
552658,22501,PICNIC BASKET WICKER LARGE,2,5/10/11 14:57,9.95,14534.0,United Kingdom
541120,22377,BOTTLE BAG RETROSPOT ,20,1/14/11 9:13,0.85,12490.0,France
560772,22149,FELTCRAFT 6 FLOWER FRIENDS,1,7/20/11 16:12,4.13,,United Kingdom
575091,22356,CHARLOTTE BAG PINK POLKADOT,10,11/8/11 14:05,0.85,17160.0,United Kingdom
553527,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,5/17/11 14:57,1.65,15123.0,United Kingdom
558341,23252,VINTAGE RED ENAMEL TRIM JUG ,4,6/28/11 14:20,3.75,14741.0,United Kingdom
563359,23084,,20,8/15/11 14:56,0.0,,United Kingdom
555854,23159,SET OF 5 PANCAKE DAY MAGNETS,2,6/7/11 13:47,2.08,12748.0,United Kingdom
C544814,M,Manual,-1,2/23/11 16:36,30.19,15590.0,United Kingdom
575601,22971,QUEENS GUARD COFFEE MUG,1,11/10/11 12:16,2.55,,United Kingdom
578344,35095B,RED VICTORIAN FABRIC OVAL BOX,1,11/24/11 9:21,0.83,,United Kingdom
576617,46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,11/15/11 16:57,4.13,,United Kingdom
561322,20724,RED RETROSPOT CHARLOTTE BAG,10,7/26/11 13:03,0.85,15203.0,United Kingdom
565014,23206,LUNCH BAG APPLE DESIGN,30,8/31/11 16:28,1.65,16180.0,United Kingdom
577300,47504H,ENGLISH ROSE SPIRIT LEVEL ,9,11/18/11 12:53,0.79,16924.0,United Kingdom
574831,22994,TRAVEL CARD WALLET RETROSPOT,6,11/7/11 11:26,0.42,15522.0,United Kingdom
537219,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,12/5/10 15:47,3.75,14081.0,United Kingdom
578019,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,4,11/22/11 13:11,0.85,17360.0,United Kingdom
540458,22654,DELUXE SEWING KIT ,3,1/7/11 12:28,5.95,12501.0,Germany
537240,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,12/6/10 10:08,2.51,,United Kingdom
554102,22059,CERAMIC STRAWBERRY DESIGN MUG,2,5/22/11 13:40,1.49,14647.0,United Kingdom
560772,35916A,YELLOW FELT HANGING HEART W FLOWER,4,7/20/11 16:12,0.63,,United Kingdom
545719,47566,PARTY BUNTING,4,3/7/11 10:28,4.95,13344.0,United Kingdom
552304,48184,DOORMAT ENGLISH ROSE ,1,5/8/11 15:15,7.95,12748.0,United Kingdom
573288,48194,DOORMAT HEARTS,10,10/28/11 14:42,7.08,14194.0,United Kingdom
578551,23177,TREASURE ISLAND BOOK BOX,1,11/24/11 15:05,2.25,12937.0,United Kingdom
572662,22941,CHRISTMAS LIGHTS 10 REINDEER,3,10/25/11 12:54,8.5,15443.0,United Kingdom
550278,82583,HOT BATHS METAL SIGN,5,4/15/11 13:15,4.96,,United Kingdom
569374,22540,MINI JIGSAW CIRCUS PARADE ,1,10/3/11 16:14,0.83,,United Kingdom
C553478,22847,BREAD BIN DINER STYLE IVORY,-1,5/17/11 11:47,16.95,17677.0,United Kingdom
556107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/8/11 17:09,2.95,17360.0,United Kingdom
560422,16048,TEATIME ROUND PENCIL SHARPENER ,24,7/18/11 15:14,0.12,16746.0,United Kingdom
572552,22867,HAND WARMER BIRD DESIGN,2,10/24/11 17:07,4.13,14096.0,United Kingdom
551815,23078,ICE CREAM PEN LIP GLOSS ,24,5/4/11 11:46,1.25,18065.0,United Kingdom
570465,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,10/10/11 16:02,10.79,,United Kingdom
538345,84789,ENCHANTED BIRD PLANT CAGE,4,12/10/10 14:45,3.75,13787.0,United Kingdom
536742,22451,SILK PURSE BABUSHKA RED,1,12/2/10 13:14,3.35,16916.0,United Kingdom
541424,22325,MOBILE VINTAGE HEARTS ,1,1/17/11 17:57,3.29,,United Kingdom
539492,48184,DOORMAT ENGLISH ROSE ,1,12/20/10 10:14,14.43,,United Kingdom
545011,47566,PARTY BUNTING,1,2/25/11 13:05,4.95,13666.0,United Kingdom
547248,21843,RED RETROSPOT CAKE STAND,1,3/22/11 9:23,20.79,,United Kingdom
541698,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,1/20/11 19:16,7.95,14713.0,United Kingdom
540647,72232,FENG SHUI PILLAR CANDLE,1,1/10/11 14:57,0.19,17406.0,United Kingdom
540538,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,1/9/11 14:36,0.42,17841.0,United Kingdom
580500,21498,RED RETROSPOT WRAP ,25,12/4/11 12:52,0.42,17131.0,United Kingdom
552268,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,5/8/11 11:49,0.55,14709.0,United Kingdom
573373,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,10/30/11 13:37,1.25,14684.0,United Kingdom
545688,22763,KEY CABINET MA CAMPAGNE,2,3/6/11 12:42,9.95,16033.0,United Kingdom
568949,90214S,"LETTER ""S"" BLING KEY RING",1,9/29/11 15:13,0.83,,United Kingdom
556879,22493,PAINT YOUR OWN CANVAS SET,3,6/15/11 12:07,1.65,16461.0,United Kingdom
569229,23198,PANTRY MAGNETIC  SHOPPING LIST,3,10/2/11 14:56,1.45,14502.0,United Kingdom
574076,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,11/2/11 15:38,3.29,,United Kingdom
568513,23296,SET OF 6 TEA TIME BAKING CASES,8,9/27/11 12:36,1.25,13555.0,United Kingdom
561099,22804,CANDLEHOLDER PINK HANGING HEART,1,7/25/11 11:01,2.95,14100.0,United Kingdom
553689,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,5/18/11 14:07,0.79,17389.0,United Kingdom
561658,22320,BIRDS MOBILE VINTAGE DESIGN,1,7/28/11 16:06,5.95,12743.0,Unspecified
567186,23184,BULL DOG BOTTLE OPENER,2,9/18/11 16:04,4.95,17073.0,United Kingdom
571328,22573,STAR WOODEN CHRISTMAS DECORATION,12,10/17/11 11:27,0.85,12473.0,Germany
544776,84997d,CHILDRENS CUTLERY POLKADOT PINK,5,2/23/11 11:39,8.29,,United Kingdom
564838,23087,ZINC  HEART T-LIGHT HOLDER,3,8/30/11 12:43,2.46,,United Kingdom
575930,23225,CHERUB HEART DECORATION SILVER ,5,11/11/11 17:58,1.63,,United Kingdom
557497,20712,JUMBO BAG WOODLAND ANIMALS,1,6/20/11 15:20,4.13,,United Kingdom
540356,22738,RIBBON REEL SNOWY VILLAGE,1,1/6/11 15:12,2.51,,United Kingdom
565541,22398,MAGNETS PACK OF 4 SWALLOWS,4,9/5/11 12:00,0.39,14159.0,United Kingdom
571054,23126,FELTCRAFT GIRL AMELIE KIT,1,10/13/11 13:58,4.95,14234.0,United Kingdom
536798,21877,HOME SWEET HOME MUG,6,12/2/10 15:55,1.25,17838.0,United Kingdom
565840,22670,FRENCH WC SIGN BLUE METAL,2,9/7/11 12:02,2.46,,United Kingdom
543021,22030,SWALLOWS GREETING CARD,12,2/2/11 14:36,0.42,15421.0,United Kingdom
570374,21770,OPEN CLOSED METAL SIGN,1,10/10/11 12:34,4.95,14719.0,United Kingdom
577535,20756,GREEN FERN POCKET BOOK,1,11/20/11 14:07,0.85,14071.0,United Kingdom
578463,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,11/24/11 12:30,0.65,12757.0,Portugal
540838,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,1/11/11 15:13,1.25,13862.0,United Kingdom
543099,22699,ROSES REGENCY TEACUP AND SAUCER ,72,2/3/11 12:00,2.55,16684.0,United Kingdom
578445,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,11/24/11 12:25,0.79,15005.0,United Kingdom
539991,35443,RASTA IN BATH W SPLIFF ASHTRAY,1,12/23/10 16:49,0.85,,United Kingdom
580727,23245,SET OF 3 REGENCY CAKE TINS,6,12/5/11 17:17,10.79,14096.0,United Kingdom
574950,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,9,11/8/11 9:29,0.83,,United Kingdom
556682,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,6/14/11 9:42,3.75,15358.0,United Kingdom
567384,21166,COOK WITH WINE METAL SIGN ,48,9/20/11 10:23,2.41,17450.0,United Kingdom
540278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,1/6/11 12:31,2.95,15719.0,United Kingdom
544470,22520,CHILDS GARDEN TROWEL BLUE ,12,2/21/11 8:38,0.85,12707.0,France
543354,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2/7/11 13:50,0.85,13458.0,United Kingdom
570479,84997D,CHILDRENS CUTLERY POLKADOT PINK,5,10/10/11 16:58,4.15,17589.0,United Kingdom
576538,22111,SCOTTIE DOG HOT WATER BOTTLE,1,11/15/11 12:42,4.95,14725.0,United Kingdom
556082,20676,RED RETROSPOT BOWL,3,6/8/11 15:22,2.46,,United Kingdom
564872,22197,POPCORN HOLDER,100,8/31/11 10:47,0.72,16083.0,United Kingdom
566400,23171,REGENCY TEA PLATE GREEN ,12,9/12/11 13:16,1.65,17139.0,United Kingdom
571671,23210,WHITE ROCKING HORSE HAND PAINTED,6,10/18/11 13:15,1.25,16940.0,United Kingdom
551010,22719,GUMBALL MONOCHROME COAT RACK,2,4/26/11 9:52,2.46,,United Kingdom
573564,22939,ADULT APRON APPLE DELIGHT,4,10/31/11 13:58,4.95,16127.0,United Kingdom
580730,21704,BAG 250g SWIRLY MARBLES,1,12/5/11 17:28,1.63,,United Kingdom
551035,22727,ALARM CLOCK BAKELIKE RED ,4,4/26/11 11:34,3.75,15065.0,United Kingdom
C572059,21242,RED RETROSPOT PLATE ,-12,10/20/11 12:45,1.69,17346.0,United Kingdom
572675,23319,BOX OF 6 MINI 50'S CRACKERS,2,10/25/11 13:20,2.49,17917.0,United Kingdom
566912,22077,6 RIBBONS RUSTIC CHARM,12,9/15/11 14:05,1.95,14367.0,United Kingdom
567380,21039,RED RETROSPOT SHOPPING BAG,6,9/20/11 10:06,2.55,12620.0,France
556108,20667,CHERRY BLOSSOM PURSE,1,6/8/11 17:59,2.46,,United Kingdom
548893,20719,WOODLAND CHARLOTTE BAG,1,4/4/11 15:54,1.63,,United Kingdom
537638,21846,PINK DIAMANTE PEN IN GIFT BOX,7,12/7/10 15:28,4.21,,United Kingdom
572881,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,90,10/26/11 13:36,0.5,12748.0,United Kingdom
567613,23358,HOT STUFF HOT WATER BOTTLE,6,9/21/11 11:49,3.75,13908.0,United Kingdom
557263,20676,RED RETROSPOT BOWL,72,6/19/11 11:08,1.06,14646.0,Netherlands
543629,84987,SET OF 36 TEATIME PAPER DOILIES,1,2/10/11 15:55,3.75,,United Kingdom
568710,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,2,9/28/11 15:42,0.42,14649.0,United Kingdom
543277,21657,MILK BOTTLE WITH GLASS STOPPER ,2,2/6/11 14:33,6.95,15808.0,United Kingdom
544167,21217,RED RETROSPOT ROUND CAKE TINS,1,2/16/11 13:14,9.95,14755.0,United Kingdom
573576,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2,10/31/11 14:09,4.13,14096.0,United Kingdom
547867,85152,HAND OVER THE CHOCOLATE   SIGN ,2,3/27/11 13:56,2.1,13357.0,United Kingdom
540798,21094,SET/6 RED SPOTTY PAPER PLATES,6,1/11/11 12:11,0.85,17365.0,United Kingdom
576212,23000,TRAVEL CARD WALLET TRANSPORT,24,11/14/11 12:45,0.42,18082.0,United Kingdom
576078,23365,SET 12 COLOUR PENCILS LOVE LONDON,4,11/13/11 16:22,0.65,14432.0,United Kingdom
539434,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,12/17/10 14:41,6.77,,United Kingdom
563585,22501,PICNIC BASKET WICKER LARGE,2,8/17/11 17:01,9.95,17070.0,United Kingdom
579527,21810,CHRISTMAS HANGING STAR WITH BELL,48,11/30/11 8:43,0.39,18210.0,United Kingdom
541104,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,1,1/13/11 14:29,1.63,,United Kingdom
576321,23215,JINGLE BELL HEART ANTIQUE SILVER,1,11/14/11 14:59,2.08,14953.0,United Kingdom
563404,22630,DOLLY GIRL LUNCH BOX,12,8/16/11 11:04,1.95,16303.0,United Kingdom
537666,22963,JAM JAR WITH GREEN LID,1,12/7/10 18:36,1.66,,United Kingdom
546388,22081,RIBBON REEL FLORA + FAUNA ,1,3/11/11 13:42,3.29,,United Kingdom
547498,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,3/23/11 12:24,0.85,15021.0,United Kingdom
575914,22867,HAND WARMER BIRD DESIGN,12,11/11/11 16:31,2.1,17071.0,United Kingdom
569243,21524,DOORMAT SPOTTY HOME SWEET HOME,2,10/3/11 9:44,8.25,13344.0,United Kingdom
557279,22925,BLUE GIANT GARDEN THERMOMETER,6,6/19/11 12:10,5.95,18077.0,United Kingdom
560398,21563,RED HEART SHAPE LOVE BUCKET ,12,7/18/11 14:10,2.95,12731.0,France
562716,20725,LUNCH BAG RED RETROSPOT,20,8/8/11 15:35,1.65,14257.0,United Kingdom
567200,21989,PACK OF 20 SKULL PAPER NAPKINS,12,9/19/11 10:15,0.85,16460.0,United Kingdom
577230,23365,SET 12 COLOUR PENCILS LOVE LONDON,48,11/18/11 12:08,0.65,18034.0,United Kingdom
554993,22898,CHILDRENS APRON APPLES DESIGN,2,5/29/11 14:13,1.95,17051.0,United Kingdom
545667,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,1,3/4/11 16:07,5.79,,United Kingdom
567128,21466,RED FLOWER CROCHET FOOD COVER,2,9/16/11 14:04,3.75,18055.0,United Kingdom
561231,47566,PARTY BUNTING,8,7/26/11 10:20,4.95,15855.0,United Kingdom
C540417,22197,SMALL POPCORN HOLDER,-10,1/7/11 10:56,0.85,13680.0,United Kingdom
541596,22271,FELTCRAFT DOLL ROSIE,2,1/19/11 16:18,2.95,17602.0,United Kingdom
562104,23168,CLASSIC CAFE SUGAR DISPENSER,11,8/2/11 14:31,3.29,,United Kingdom
565207,22508,DOORSTOP RETROSPOT HEART,2,9/1/11 16:46,3.75,16764.0,United Kingdom
573879,23462,ROCOCO WALL MIRROR WHITE,1,11/1/11 13:21,19.95,15039.0,United Kingdom
537224,21481,FAWN BLUE HOT WATER BOTTLE,2,12/5/10 16:24,2.95,13174.0,United Kingdom
576590,23311,VINTAGE CHRISTMAS STOCKING ,6,11/15/11 14:30,2.55,16240.0,United Kingdom
553889,22430,ENAMEL WATERING CAN CREAM,4,5/19/11 16:31,4.95,13405.0,United Kingdom
558485,23084,RABBIT NIGHT LIGHT,1,6/30/11 10:11,2.08,,United Kingdom
540288,22485,SET OF 2 WOODEN MARKET CRATES,1,1/6/11 12:45,12.75,17634.0,United Kingdom
559163,23286,BLUE VINTAGE SPOT BEAKER,2,7/6/11 16:33,1.63,,United Kingdom
557805,23165,LARGE CERAMIC TOP STORAGE JAR,12,6/23/11 10:27,1.65,17651.0,United Kingdom
566303,17136A,BLUE STONES ON WIRE FOR CANDLE,24,9/12/11 8:24,0.08,12997.0,United Kingdom
556507,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,6/13/11 9:55,1.65,12567.0,France
577695,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,4,11/21/11 11:55,0.39,15645.0,United Kingdom
543653,22174,PHOTO CUBE,1,2/11/11 10:26,1.65,14796.0,United Kingdom
562933,22697,GREEN REGENCY TEACUP AND SAUCER,1,8/10/11 16:51,5.79,,United Kingdom
546017,35971,ROSE FOLKART HEART DECORATIONS,6,3/8/11 17:23,1.25,14507.0,United Kingdom
563444,20654,FIRST CLASS LUGGAGE TAG ,4,8/16/11 13:50,1.25,16033.0,United Kingdom
551005,85099B,JUMBO BAG RED RETROSPOT,3,4/26/11 9:48,4.13,,United Kingdom
576246,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,11/14/11 13:42,2.95,17566.0,United Kingdom
538354,85230F,JASMINE VOTIVE CANDLE,24,12/10/10 15:45,0.29,16873.0,United Kingdom
537864,22966,GINGERBREAD MAN COOKIE CUTTER,12,12/8/10 16:34,1.25,16700.0,United Kingdom
570676,35970,ZINC FOLKART SLEIGH BELLS,12,10/11/11 15:10,1.69,14640.0,United Kingdom
569030,22365,DOORMAT RESPECTABLE HOUSE,40,9/30/11 10:27,8.0,17450.0,United Kingdom
549721,22180,RETROSPOT LAMP,4,4/11/11 15:35,9.95,14911.0,EIRE
552958,23284,DOORMAT KEEP CALM AND COME IN,10,5/12/11 12:49,6.75,15498.0,United Kingdom
560938,22549,PICTURE DOMINOES,3,7/22/11 11:16,2.46,,United Kingdom
553834,23173,REGENCY TEAPOT ROSES ,8,5/19/11 11:47,9.95,15189.0,United Kingdom
539472,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,12/19/10 14:23,2.1,15581.0,United Kingdom
569669,23131,MISTLETOE HEART WREATH CREAM,1,10/5/11 13:47,4.15,14730.0,United Kingdom
555094,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,5/31/11 13:17,1.65,13398.0,United Kingdom
570410,22930,BAKING MOULD HEART MILK CHOCOLATE,1,10/10/11 13:04,2.55,16776.0,United Kingdom
549578,21175,GIN + TONIC DIET METAL SIGN,12,4/11/11 8:49,2.55,17340.0,United Kingdom
557957,22630,DOLLY GIRL LUNCH BOX,2,6/23/11 19:20,1.95,13969.0,United Kingdom
551269,22382,LUNCH BAG SPACEBOY DESIGN ,10,4/27/11 12:21,1.65,12840.0,United Kingdom
550953,72598,SET/12 TAPER CANDLES,2,4/21/11 16:17,1.63,,United Kingdom
560926,22219,LOVEBIRD HANGING DECORATION WHITE ,2,7/22/11 9:20,1.63,,United Kingdom
572553,23322,LARGE WHITE HEART OF WICKER,4,10/24/11 17:09,5.79,,United Kingdom
558614,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,6/30/11 15:56,0.83,,United Kingdom
556408,22549,PICTURE DOMINOES,1,6/10/11 11:54,1.45,13533.0,United Kingdom
568719,22617,BAKING SET SPACEBOY DESIGN,1,9/28/11 16:19,10.79,,United Kingdom
580536,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/4/11 16:07,1.65,12490.0,France
578103,22727,ALARM CLOCK BAKELIKE RED ,4,11/23/11 8:42,3.75,17554.0,United Kingdom
541827,21442,GREEN BIRDHOUSE DECORATION,17,1/21/11 17:05,1.63,,United Kingdom
546917,21576,LETS GO SHOPPING COTTON TOTE BAG,6,3/18/11 9:17,2.25,14911.0,EIRE
C548463,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-18,3/31/11 12:11,5.95,13225.0,United Kingdom
540469,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,1/7/11 14:04,1.25,12484.0,Spain
570091,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,6,10/7/11 11:47,3.25,15632.0,United Kingdom
578116,21519,GIN & TONIC DIET GREETING CARD ,12,11/23/11 9:51,0.42,13078.0,United Kingdom
540821,84968A,SET OF 16 VINTAGE ROSE CUTLERY,4,1/11/11 13:16,8.47,,United Kingdom
565857,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,9/7/11 14:13,4.95,14911.0,EIRE
556503,15056BL,EDWARDIAN PARASOL BLACK,3,6/13/11 8:44,5.95,13517.0,United Kingdom
550912,21754,HOME BUILDING BLOCK WORD,3,4/21/11 13:17,5.95,13267.0,United Kingdom
545661,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,3/4/11 14:41,1.25,15358.0,United Kingdom
554827,22908,PACK OF 20 NAPKINS RED APPLES,96,5/26/11 15:19,0.72,14646.0,Netherlands
537666,22311,OFFICE MUG WARMER BLACK+SILVER ,1,12/7/10 18:36,5.91,,United Kingdom
537240,22536,MAGIC DRAWING SLATE PURDEY,1,12/6/10 10:08,0.85,,United Kingdom
581256,23357,HOT WATER BOTTLE SEX BOMB,1,12/8/11 11:21,5.79,,United Kingdom
566605,23393,HOME SWEET HOME CUSHION COVER ,2,9/13/11 16:27,3.75,13263.0,United Kingdom
570818,23266,SET OF 3 WOODEN STOCKING DECORATION,4,10/12/11 12:47,1.25,17841.0,United Kingdom
575040,22730,ALARM CLOCK BAKELIKE IVORY,4,11/8/11 11:58,3.75,13381.0,United Kingdom
571304,23348,CHILDRENS TOY COOKING UTENSIL SET,6,10/17/11 9:37,2.08,12526.0,Germany
537859,22797,CHEST OF DRAWERS GINGHAM HEART ,1,12/8/10 16:11,16.95,14030.0,United Kingdom
544398,85188A,GREEN METAL SWINGING BUNNY,4,2/18/11 12:27,0.85,15311.0,United Kingdom
577809,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,11/22/11 8:34,2.95,12584.0,Italy
542059,22030,SWALLOWS GREETING CARD,12,1/25/11 11:59,0.42,16757.0,United Kingdom
572090,23399,HOME SWEET HOME HANGING HEART,12,10/20/11 14:33,0.85,13573.0,United Kingdom
544472,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2/21/11 9:09,2.95,15129.0,United Kingdom
562934,22698,PINK REGENCY TEACUP AND SAUCER,2,8/10/11 16:56,5.79,,United Kingdom
564539,85099B,JUMBO BAG RED RETROSPOT,10,8/25/11 15:22,2.08,12715.0,Sweden
